,Email,Address,Credit Card,Avg. Session Length,Time on App,Time on Website,Length of Membership,Yearly Amount Spent
43,lzjl@aas.com,"8840 Burch Street
North Angelicaport, WV 65861",3549263409901895,33.89398062181101,12.52987820576495,37.888086054199256,5.143258549800133,548.2443434159983
44,pljr@ahx.com,"0775 Timothy Field
South Dawn, AK 53733",4199679812039810,33.04448612744043,14.41493473585169,37.11243501077792,2.758686386946843,449.22982918655
45,jubp@hli.com,"22385 Jones Summit Suite 201
New Jennifer, WI 02498",38025887104530,35.555767994657494,13.170525424959395,40.13109673366661,4.163105491283854,550.860590464497
46,bzzo@gsl.com,"77984 Taylor Motorway Apt. 121
West Jessicaberg, DE 04493",3514285560723645,35.56455770619167,14.14655143290706,38.33544589432572,4.376875176923767,594.915002968289
47,fpbk@gwo.com,"041 Bell Coves
Stephensonville, SC 94158",4338727564337858,33.726784597863976,13.988510147185291,37.46200325853961,4.613226122724209,564.6728733601082
48,qfgr@pdk.com,"30707 Robert Heights Apt. 869
New Beverlychester, DC 97098",378172575357323,34.117218732994786,12.86412635894251,37.58272776540628,3.702531199210734,480.73194908594513
49,mikn@jhj.com,"7936 Davis Greens
Barrerafurt, MA 29897",3510637184472898,32.66104982274608,12.398064190096813,37.59445670006827,3.698399271684906,417.3583535799008
50,vypw@qsq.com,"60099 William Shoal Suite 839
Dennisberg, MN 47317",3570784877437569,34.25633546983111,14.85806246213124,38.78026468722867,6.47676812602,726.5848140556805
51,tvns@oks.com,"434 Paul Drive
Lake Adrianaton, TN 02383",4128667198845,34.90022441401576,11.956790967791653,38.266878259420906,3.452668957921736,443.667251738628
52,lecr@web.com,"7104 David Estate
East Shelley, ID 45530",3587956052024682,35.18777482695728,11.320116255059192,38.45340510152358,2.5948917061051766,385.6265715694054
53,gvnl@asi.com,"0800 White Islands
Alexandriaport, MI 82425",3539554791015191,34.76206923913139,10.98451439654646,36.93344930095986,4.35547168456418,452.4574468676027
54,oozb@qmz.com,"99001 Susan Union
Jamesport, AK 81091",30086659376431,35.390163664343326,13.64519514084352,39.46832110587932,3.374596910303952,523.40414125956
55,zwnm@upu.com,"31420 Ball Land
Lake Heidi, CA 54909",4142734197607,34.92529660119954,12.588655423353044,36.25224202243303,3.8920504890738385,484.6733080190456
56,xgfz@abq.com,"1338 Russell Highway
East Natasha, TN 23781",30598142355376,33.68822929602445,14.761532847115612,40.25293095040623,3.495761182613056,521.8987944502368
57,lwwu@pcg.com,"6435 Justin Burgs Apt. 078
Nguyenview, LA 61782",4801873505238678,35.3018702154015,11.56829468563276,37.17312563197192,3.815224753915403,454.16950235469744
58,mnvk@ypp.com,"514 Wilcox Springs
Karlaburgh, NV 12801",38433288320483,33.843930222655175,12.832286222863628,37.81401056250368,3.9719191365417483,497.650708068581
59,xbym@yvk.com,"1702 Jackson Roads Apt. 498
Marshallshire, NH 59706",340615520514575,34.75499472831927,13.06415663219932,38.271221692501925,4.470555628075349,548.3651405940458
60,hnee@cag.com,"338 Munoz Flats
Lake Nicholas, MO 37879",30388700313961,34.879784289702826,13.495591602384836,39.05260975257308,5.139320331857264,617.8515229667128
61,gjyb@tzz.com,"9983 Kenneth Track Suite 795
East Robert, TX 55372",6011066228701624,34.07653560709715,10.607314687519166,37.49399254673739,5.581210092491108,508.21256900067846
62,caeg@vae.com,"59970 Gonzales Views
Williamshaven, NC 09295",4421559352160,33.22729913636721,14.728627177429864,38.99702800956553,5.302630630523376,614.5993233689068
63,veuc@qki.com,"35122 Key Cliffs
North Jimmy, KY 09020",3501565472249366,33.789772618310714,12.670065919118978,38.4087484767376,3.914688422504897,484.15972078451705
64,uzjx@vrd.com,"377 Laura Flat
West Matthewport, NY 92204",375011506252455,33.77260992960089,14.276313008175377,37.60077705432864,3.962298847460372,541.2634004105403
65,nyun@bxl.com,"515 Griffin Gateway
North Tiffanyfurt, AK 62448",503822906866,35.374258045247466,16.126994288792467,38.15762409406526,5.877593583586978,766.5184619388372
66,flyh@niu.com,"8145 Ibarra Square Suite 535
South Sarahport, MI 53149",3532441403204958,34.0787172146689,13.695789749023144,36.358444307206696,4.501786345798084,554.6015346844503
67,kzta@xqo.com,"PSC 9853, Box 1491
APO AA 76250",36544638768080,33.80522040097184,12.835476087614284,37.375066106372905,3.9395905595500764,470.3108614953106
68,olrg@mal.com,"8886 Edwards Ways
Herrerachester, MA 78921",4242275897925754,33.43075793005128,12.306232344673576,38.68040322813719,3.2795207192736093,409.62018782983785
69,dllz@yez.com,"314 Antonio Keys Suite 331
Austinport, MS 98344",3569752028224155,33.179099972602344,12.187538910878676,41.005181638101895,4.052649767426518,452.575685159493
70,sjfy@qph.com,"Unit 9466 Box 1436
DPO AP 40332",4499398117135689,34.15417578832186,12.887494133971662,37.265000697022046,3.1022871120328714,445.96655165329264
71,ygpf@ppm.com,"3056 Grant Camp Apt. 643
Hunttown, CA 54804",4644432737535,35.33589583979252,13.2289347111239,37.1571911511149,5.194322274442824,596.8228366992037
72,slax@ecp.com,"525 Small Cape
Gregorymouth, GA 74459",30526884532357,33.38625185558597,11.674653472691904,39.00658317947767,3.9015223445155094,419.1500810968496
73,cfkl@udz.com,"337 Mccann Inlet
West Andrewmouth, NJ 16441",4815610089852144494,33.80869759268502,13.817113090284248,38.03153921676629,4.351578800358466,535.7771880994133
74,hxdx@sjf.com,"USNV Holt
FPO AE 41309",6596345244437717,34.87974496798125,14.5878060830337,39.260353442660126,3.75811288288828,579.2416050583773
75,xqzt@bsw.com,"37063 Joseph Fords
Nicholasborough, MN 97401",180081385626520,33.04983939045731,13.238057349986248,39.73086173541955,3.620568914816974,479.7193568742153
76,zhax@cik.com,"71578 Green Isle
West Mary, OR 38503",4386186827845,34.55520742143224,12.55182116621942,37.628834292811774,3.337943164069798,445.2859074976436
77,hyct@shz.com,"03510 Burns Camp Suite 613
Port Paulberg, WV 44429",4739604212269319,34.14207932732039,12.433379933334455,36.89243163440533,4.970282584120023,545.7798637193825
78,ehjp@tbk.com,"0355 Mora Radial Suite 557
Hernandezville, OH 21266",6011107737557030,33.59718265981362,11.889566863427978,39.21257083414733,4.942054329011166,489.7860610939056
79,frcf@nbl.com,"85164 Steven Plaza
Carterhaven, WV 63205",4494541754973061,34.167136876950536,12.928842093866267,37.91463331144087,3.664943995285113,476.759067788328
80,dilt@hrz.com,"Unit 5605 Box 3716
DPO AP 72980",180023361138559,32.51473785780198,13.595671305072534,40.6003764658614,4.251734552089051,490.8124879964614
81,qktb@tcp.com,"878 Bush Pine
South Courtneyhaven, KS 45665",180061337368249,35.59402114954151,11.947258584185183,36.88399438701215,3.659754443950926,463.8976361529081
82,pill@jfu.com,"5284 Jefferson Prairie
Barbarastad, NY 26566",2372152119749732,34.50136982210362,14.898081993497067,38.0589128165069,4.630562809236323,597.4301726172283
83,ldlb@wic.com,"2640 Joshua Island
East Nathanborough, GA 69473",4256037895372765044,33.40237101796123,11.875559548189257,38.78114255999947,2.4140899242311002,339.3198626415221
84,qgqs@tnq.com,"PSC 7266, Box 1006
APO AE 77997",4323557877547,35.65548567957987,11.33807269503854,37.15725594420065,4.896651901097083,534.5149352552407
85,zdgl@jex.com,"252 Jason Harbors
East Josehaven, CA 80552",4691240209851458,32.809300316679185,12.634668217942473,37.182539282355286,5.613319474870622,537.7718993628412
86,yhaf@sor.com,"USS Hall
FPO AP 47677",4799270982544955,34.877779300122526,13.517666287393077,38.15192066097144,3.169941624279581,488.3793060170291
87,mjaz@axj.com,"024 Rachel Pass
East Melissa, TX 62028",4139369895742653,35.447871436480774,11.607723870859086,37.81909551318471,3.8664637433729325,474.7289665129948
88,ebdv@zvb.com,"PSC 3999, Box 0568
APO AE 04298",2269395663446462,32.95630056052337,13.8288933950187,37.951616684246815,5.071213023779052,548.1259317471988
89,valq@wkt.com,"2573 Mariah Lodge
South Anna, IN 37824",4160006879744,33.6055836415705,13.068816079691766,37.1050004999139,4.417451119136939,506.1133435398579
90,ppyv@ybx.com,"09779 Emma Estate Suite 528
North Sara, SC 77471",3516103016010970,33.49144660312287,13.530357373542882,38.87521910003027,2.976139050596411,450.0703194428044
91,jivn@flz.com,"8857 Nelson Pines
Anthonyshire, UT 93734",213158747390374,34.616018552595435,14.516284296962846,37.77312349371806,4.625584363255396,612.0000251040717
92,oths@ufe.com,"3571 Shane Unions Suite 543
North Aliceland, MS 93181",4431134246501389,34.47160052695171,12.662263431208276,37.05024078202619,4.497255377622667,516.8288148548279
93,vfyd@vhc.com,"720 Ashley Rapid Suite 883
South Hannah, AL 97171",6548023039553076,34.71065305912268,14.664747875183542,38.72438615760942,1.8626740800013843,440.074766741645
94,ncuh@ewd.com,"Unit 8329 Box 9048
DPO AP 28575",213108763227992,33.19772379742183,12.83023109487895,37.63385670229112,4.693324635532072,515.088957746572
95,hvxo@ljk.com,"033 Charles Street
West Melaniestad, NJ 65743",4151113669953,33.46121244511541,14.291143045352882,39.633625651583536,4.371003400176416,544.340166256701
96,axbe@bxd.com,"Unit 9634 Box 2029
DPO AA 84306",3593253112179462,34.790387206952126,12.942340869536071,39.06341358683894,4.58180269478151,522.1429518103512
97,cmve@gkt.com,"1644 Carpenter Forges
Dianaberg, CO 74504",6566899819232909,35.18382052058911,14.349912944366531,38.827394227862136,4.752006105620936,615.7153338263417
98,blyx@bcq.com,"6858 Timothy Landing Suite 227
Weavertown, TN 65902",4938259104747044,33.288666909138946,13.020112091208748,40.074400211336965,4.411708668370663,508.39006178986654
99,yaki@iwm.com,"7517 Gonzalez Views Apt. 985
South Rachael, IL 29393",3512595270783966,34.82635200907213,13.084091730811034,36.89035795567322,3.521671821710012,496.2994425473086
100,elnv@ccv.com,"USNS Holmes
FPO AA 90070",4020246639953,33.49839307472945,14.410759184940549,36.9904889547585,3.684618661620886,519.0645579840107
101,pciv@lke.com,"PSC 4792, Box 3263
APO AP 63688",345666093300434,32.885406299911764,12.281931074103642,38.385317552778375,3.377224878259828,391.1032729724755
102,khgu@wvt.com,"40258 Wright Drive
North Susan, MN 69753",4708945982594429,33.425697279750864,12.448901535513796,38.58019042917731,3.0869679851624765,421.7376732446371
103,wimu@xjs.com,"1810 Jeffrey Crossing Apt. 209
Guzmanberg, DE 14450",4113604925989,34.43782956230187,13.595420346380532,37.26203180012439,3.4696402266327597,493.1050523891852
104,foxy@ekh.com,"133 Sean Fort
New Ericastad, IN 39840",4601420412364751024,32.3895854806644,11.994223919350974,39.07445241970454,3.9288599039280125,411.06961105998295
105,tdcz@bkk.com,"346 Greer Cliff Suite 195
Port Olivia, AL 56908",38515597903767,34.46869994900622,14.085505760060858,36.84582711383271,3.426940235492512,498.5136833293677
106,udfc@znt.com,"07215 Diana Valleys
South David, HI 59481",5438426728117886,33.291756100263015,13.190474287309026,37.15246208860067,4.281823039343296,495.55186108657256
107,kbbt@gyc.com,"57195 Deborah Mill
South Lisatown, NJ 92989",4014382581605423700,33.0637746203137,11.719149740628396,38.71250863884946,3.504742535925674,379.3309069068038
108,jchi@mzi.com,"Unit 5848 Box 3642
DPO AA 49475",4236894792150736,34.15569970295208,13.931550271647987,39.16643555663392,4.354473855602961,571.451725912857
109,upwk@mjp.com,"65801 Samantha Square Suite 713
West Chaseberg, AK 31315",3524773131926431,34.35687434475742,14.45212895943564,39.5030088492416,3.818822278930894,550.0082269346927
110,rscv@tvz.com,"618 Charles Locks
New Carol, MT 20978",30442013042971,32.85307480174657,13.149375491578276,38.32533422381935,3.861814624383144,460.285123462352
111,flme@gbs.com,"830 Candice Avenue Apt. 990
Bryanview, KS 97040",4513915253346,33.01230076824544,13.178331333996288,38.71598617762173,4.222561172893833,493.94505306595823
112,pfcs@qpa.com,"43716 Katherine Drives
Shannonland, CT 24357",6011936242158292,33.388451625505326,12.010482132400076,39.415041581538325,4.043547050182998,425.7626355099111
113,vhxs@fos.com,"3241 Green Walk
Dayshire, SC 36252",38020232410112,33.65318145878372,12.60253219348616,38.3096887708795,3.289461516374708,423.42677587650905
114,pkhk@vdz.com,"853 Williams Well
North Lauraland, KS 89317",2281227070615823,33.93133644189654,13.732211588456623,36.60082054911087,5.9859767341605234,643.1015787311585
115,yuip@nru.com,"0000 Matthew Vista Apt. 276
Thomasside, NH 67998",639063136209,34.235606500693855,12.223368888365105,38.69230086128235,3.09418972057778,414.3717831104521
116,tpos@amm.com,"90470 Ashley Street
Lake Tonya, WI 51872",4897024695027829,34.92579489547876,13.01102187657459,37.701052315547926,3.253424168758119,480.23109291159307
117,ijwg@qiq.com,"35039 Haley Stream Suite 119
North Kenneth, VT 06092",4283678655985987,34.05926409135838,12.725910097840954,36.9990993016087,5.504820577490747,594.0772413447512
118,zpdv@zwv.com,"19842 Villanueva Lakes Apt. 421
Sandersberg, WV 14101",348356230302827,33.401731827354666,13.089309572437347,39.3099078951232,4.373337568743252,507.5473070543516
119,dvfg@gzh.com,"249 Travis Viaduct Apt. 209
East Morgan, MS 65581",2231462122871139,34.88994100692418,14.068638584182434,38.54052035512257,4.29872531905254,572.3074948754644
120,lvkj@yvd.com,"1237 Harrington Junctions
West Jamieburgh, LA 60656",180013121678101,35.56938121869345,13.85499036656409,36.00748225744693,3.792797662575647,577.311177371677
121,qaqj@vxj.com,"PSC 2554, Box 3332
APO AP 51338",4521755102637391105,34.70160519868888,12.56402236806554,38.67321036564864,5.216104987209577,577.8025473995871
122,dsit@qdt.com,"512 Benjamin Locks Suite 772
Martinezfort, KY 76087",4105653851140,34.26833021768797,12.113329897404322,38.38794554263559,4.518726609737513,515.239520718957
123,imir@djy.com,"7872 Kristen Oval Apt. 815
Laurenland, WI 09414",4382207886852,32.35847719243701,13.809883473378118,37.5496679900966,4.137701279515837,496.17595044947535
124,zlan@nen.com,"PSC 5935, Box 8244
APO AP 91457",4678420458736780462,34.01479221522831,12.76117232548311,38.57016384471318,4.334169666632599,515.3365582674007
125,etty@gep.com,"8799 Sherry Harbor Apt. 489
Stonemouth, ND 46798",30311424756877,32.57613197132227,13.57989417361806,38.09326487011031,5.031986606666632,542.2265839893283
126,ngqm@pux.com,"58922 Andrew Springs
East Angieville, NM 08474",2545725721195667,33.657268594778124,12.957923064554109,37.63465232853774,4.606055151602658,517.8315566841785
127,hanc@szd.com,"3179 Watson Loaf
New Yvonne, ID 87691",502016659430,35.709323296131586,11.651793783474174,38.14600652898046,3.7182653850978555,469.4457372274064
128,rpfp@bey.com,"66049 Grimes Hollow
South Heather, OH 74910",6011875655003415,35.5366591798774,13.75207661096469,37.71413783923341,3.783663455404016,549.2803201983364
129,glit@kgy.com,"43786 Benjamin Valley
New Krystal, NY 18518",4955619765796,33.771715009701,12.540832436151057,38.526421027792445,3.424020724598205,432.6177337614297
130,uxvv@gsb.com,"27793 Christian Harbor
Jefferyhaven, NE 51899",2351533001831636,34.700400456822415,12.924394923280015,38.245032469967526,4.40525030898213,553.9403454501057
131,fgut@zvp.com,"Unit 5286 Box 0640
DPO AE 07904",4223206004289019,33.43977025334846,13.4241304114395,39.94882502753235,5.420318406118319,574.3062222574563
132,stds@dwt.com,"534 Krista Square Apt. 864
Mariomouth, TX 28578",4908353108481566549,35.31216699740784,12.810586764578169,38.41413357473937,2.973596120847858,453.627254995083
133,wwzz@vtk.com,"2050 Stephen Underpass Apt. 183
Gregoryview, AR 21640",6011215150226486,33.45517628513712,13.759168978762087,37.599112354294384,4.631276648377655,543.7115581025776
134,cona@vnu.com,"778 Brian Spur
Port Audreyland, AK 28612",3567937693957047,34.540976791782235,12.85189083494272,38.42454792226391,2.2677307075942403,408.8040306356823
135,inmz@lkh.com,"315 Charles Island Suite 888
West Lisaview, KS 27008",4235471612096869,34.358398281424215,13.70368792886871,37.10091445210865,3.22410820200549,483.3535703213531
136,bpyt@fkf.com,"417 Nichols Stravenue
West Caitlinberg, AR 69387",3539873286939008,33.686129256115166,13.215252424902488,37.59436168489157,4.397115859957253,530.2300901235094
137,lftw@pcl.com,"94371 Rodriguez Turnpike
North Richard, SC 48402",6536526281847537,35.558294609144475,12.28144500356714,37.4944064828881,2.991671541288354,434.0487690958266
138,glds@qtt.com,"354 Cynthia Cliffs Apt. 736
Brianton, WY 56359",5145738901053660,34.5477479443078,11.735362917985055,38.45837473122323,4.363425442205035,477.1914133494556
139,brja@kqo.com,"USNV Henson
FPO AP 78284",676220534504,32.95490385663484,11.963131776054832,38.327282689879496,4.078633900393988,440.997879939927
140,qzwd@rwe.com,"6127 Shelley Mountain Apt. 150
Port Michellechester, AL 14814",4690614193294134,32.06621816163759,12.735094549013704,37.59937399114725,4.458892264366097,449.9332932076743
141,yhdh@zvg.com,"7230 Larry Gateway Apt. 556
New Seanbury, NC 93351",3541075269234144,32.85125312860836,13.418961981005012,36.97765170714366,3.751741770306888,473.9922466667984
142,ucbc@pbe.com,"3612 Jason Passage Apt. 659
South Jonathanmouth, KS 14342",4637711074992,33.609282635640405,11.537307537840883,36.73055240228659,4.414384667246393,464.9235129903258
143,hfgc@qil.com,"764 Omar Spur
South Beth, KY 19190",30505101729624,33.11511906601424,12.919242397939174,40.29404346247573,1.9435150746515455,351.0582001638451
144,pmbs@imy.com,"94821 Michael Prairie Suite 990
South William, VT 01701",4959148173934900508,34.924624809512075,12.911415556879854,39.27470219571763,3.410037916541069,461.0612773912433
145,qjjd@ieu.com,"90918 Hughes Key
North Juanborough, VT 05037",4716463175049,34.477190403003306,13.48806700205303,37.51838358912681,3.8455709758422434,506.7711403229565
146,fxts@xnh.com,"611 Taylor Streets
Robertsonburgh, TX 10576",4197291811339662,33.116400120928155,13.380694979552985,38.23200330765404,3.5895277822700096,464.484995404266
147,gohp@ocw.com,"54128 Scott Plaza Apt. 456
East Kristystad, OK 28250",502042545728,33.25590120444978,11.480506832694497,38.33866962178549,5.014122441132637,480.73193764530447
148,fhzg@yun.com,"PSC 3243, Box 3367
APO AP 75990",502017355921,33.69239221858063,13.296517680733736,37.95155521050133,2.3258846690261428,425.18549428888633
149,ofhx@gcd.com,"23470 Veronica Inlet Apt. 304
North Micheal, PA 69160",3526951425998047,33.38473265900513,11.86160419912899,37.584437621758106,4.493656512525085,466.8893127108669
150,hoac@pbd.com,"71390 Ruth Estates
Benitezmouth, NC 60882",581520699579,35.3387293850918,11.716355140061571,39.3072040068692,3.152158304851241,427.7752159856604
151,fbcx@iot.com,"8640 Kathleen Ridges Apt. 913
Lake Pamela, PA 94420",502087977711,33.88710464561531,13.387184173554845,38.431159098326106,6.901228837806773,685.1634310159513
152,lrcs@wpv.com,"112 Keith Glens
New Daniel, NV 32932",4400897485010323,33.51021799444433,11.984835888186163,38.396497475332055,5.891275125020632,556.8925953881737
153,tznt@wzw.com,"272 Paul Prairie
Jarvisbury, AK 83121",4825366775400186517,32.945395748344524,13.965761479512215,37.96638889642577,6.576653638440144,658.019923937652
154,pvar@vja.com,"415 Amanda Cape Suite 340
Weissview, IA 46485",6531971475969900,37.13966248879052,13.050267234380506,37.95964319393419,4.364860739234278,596.8038188761142
155,lplp@cnv.com,"45651 Atkins Village Apt. 550
New Michellestad, DC 87558",5553546130858659,33.44952156114242,14.45772494051235,38.23880567308968,3.441410754428091,504.9783790525795
156,syht@qbj.com,"3832 Margaret Walk Apt. 532
East Carrieview, OH 42679",180045288181271,33.29464154956504,13.44304789043987,38.32784803784372,5.584861308602489,587.1558701804728
157,znon@iws.com,"873 Kaylee Garden
Port Deannaberg, FL 55850",346606224782950,35.60331111938746,13.207298491050794,34.91384724758464,7.422689335035807,745.2218671047146
158,dupr@kbs.com,"5534 Anderson Stream
Sarahchester, VT 44473",5336404135496659,34.5985203185533,12.586319529181234,40.09462702670515,4.10439856025695,513.8253581285203
159,pote@nek.com,"5215 Jacob Walk Apt. 005
New William, UT 28552",4822267092164,35.56868084571511,12.378087087773377,39.304471191707776,4.284932110130406,529.2238093680072
160,ovtb@xjl.com,"85009 David Stream
New Angel, MO 26342",6502897547754209,33.83810016055479,13.364341604455198,39.03910938707497,3.8091823280429797,469.9135013219844
161,uukw@xis.com,"USCGC Owen
FPO AP 55419",6588787856375224,34.50370517913956,13.399436075147092,36.01280603355904,1.468622115741769,358.59143941508603
162,vuvj@tsu.com,"034 Mary Valleys
New Tammyberg, NY 67022",4056646269041,34.30188161463884,13.54248105078634,39.31136489758187,4.268561962709896,537.4231045259343
163,uqpm@jfh.com,"43627 Joseph Well
Lake David, VT 41487",5367045849512836,31.879484344127498,14.280432242922112,37.93615937845674,4.085160635161344,491.2065999848546
